system,technique,num_logs,duplicated,time_s,PR_time,IN_time,S_time,states,transitions
CoreSync,hybrid-6,5672,4,232.505,,,,7179,8879
CoreSync,hybrid-7,5672,4,232.879,,,,7070,8744
CoreSync,hybrid-8,5672,4,233.945,,,,7109,8733
CoreSync,hybrid-9,5672,4,232.922,,,,7046,8571
CoreSync,hybrid-10,5672,4,233.643,,,,7029,8515
CoreSync,PRINS-w4,7090,5,1451.873,0.065,1317.633,134.175,113936,120167
CoreSync,PRINS-w3,7090,5,1404.596,0.132,1283.554,120.91,113936,120167
CoreSync,PRINS-w2,7090,5,1358.655,0.07,1225.062,133.522,113936,120167
CoreSync,PRINS-w1,7090,5,1633.269,0.075,1510.886,122.308,113936,120167
CoreSync,hybrid-0,7090,5,19.035,,,,15900,19884
CoreSync,hybrid-1,7090,5,344.79,,,,11277,14083
CoreSync,hybrid-2,7090,5,330.618,,,,10565,13207
CoreSync,hybrid-3,7090,5,333.497,,,,10402,13002
CoreSync,hybrid-4,7090,5,351.181,,,,9412,11520
CoreSync,hybrid-5,7090,5,377.444,,,,9399,11991
CoreSync,hybrid-6,7090,5,379.252,,,,9332,11852
CoreSync,hybrid-7,7090,5,377.216,,,,9170,11974
CoreSync,hybrid-8,7090,5,377.888,,,,9070,11588
CoreSync,hybrid-9,7090,5,375.947,,,,8937,11312
CoreSync,hybrid-10,7090,5,376.241,,,,9119,12071
CoreSync,PRINS-w4,7090,5,1436.443,0.068,1298.903,137.472,113936,120167
CoreSync,PRINS-w3,7090,5,1416.732,0.073,1278.509,138.151,113936,120167
CoreSync,PRINS-w2,7090,5,1394.823,0.076,1254.317,140.43,113936,120167
CoreSync,PRINS-w1,7090,5,1650.592,0.075,1520.161,130.355,113936,120167
CoreSync,hybrid-0,7090,5,20.462,,,,15900,19884
CoreSync,hybrid-1,7090,5,351.717,,,,11277,14083
CoreSync,hybrid-2,7090,5,372.238,,,,10565,13207
CoreSync,hybrid-3,7090,5,358.422,,,,10402,13002
CoreSync,hybrid-4,7090,5,334.475,,,,9412,11520
CoreSync,hybrid-5,7090,5,338.443,,,,9399,11991
CoreSync,hybrid-6,7090,5,345.917,,,,9332,11852
CoreSync,hybrid-7,7090,5,353.098,,,,9170,11974
CoreSync,hybrid-8,7090,5,331.699,,,,9070,11588
CoreSync,hybrid-9,7090,5,365.197,,,,8937,11312
CoreSync,hybrid-10,7090,5,388.048,,,,9119,12071
CoreSync,PRINS-w4,7090,5,1433.806,0.094,1294.877,138.835,113936,120167
CoreSync,PRINS-w3,7090,5,1417.196,0.072,1277.381,139.743,113936,120167
CoreSync,PRINS-w2,7090,5,1444.967,0.072,1309.574,135.321,113936,120167
CoreSync,PRINS-w1,7090,5,1621.014,0.072,1500.844,120.098,113936,120167
CoreSync,hybrid-0,7090,5,19.23,,,,15900,19884
CoreSync,hybrid-1,7090,5,324.425,,,,11277,14083
CoreSync,hybrid-2,7090,5,376.787,,,,10565,13207
CoreSync,hybrid-3,7090,5,362.851,,,,10402,13002
CoreSync,hybrid-4,7090,5,364.889,,,,9412,11520
CoreSync,hybrid-5,7090,5,372.202,,,,9399,11991
CoreSync,hybrid-6,7090,5,358.49,,,,9332,11852
CoreSync,hybrid-7,7090,5,350.164,,,,9170,11974
CoreSync,hybrid-8,7090,5,369.381,,,,9070,11588
CoreSync,hybrid-9,7090,5,354.199,,,,8937,11312
CoreSync,hybrid-10,7090,5,340.624,,,,9119,12071
CoreSync,PRINS-w4,8508,6,1412.047,0.099,1237.463,174.486,137503,144969
CoreSync,PRINS-w3,8508,6,1434.396,0.163,1254.211,180.021,137503,144969
CoreSync,PRINS-w2,8508,6,1504.112,0.157,1323.537,180.419,137503,144969
CoreSync,PRINS-w1,8508,6,1809.908,0.088,1630.331,179.49,137503,144969
CoreSync,hybrid-0,8508,6,24.301,,,,15927,20003
CoreSync,hybrid-1,8508,6,474.727,,,,12359,15695
CoreSync,hybrid-2,8508,6,472.628,,,,11260,14302
CoreSync,hybrid-3,8508,6,456.032,,,,11057,14028
CoreSync,hybrid-4,8508,6,407.598,,,,10106,12558
CoreSync,hybrid-5,8508,6,403.993,,,,9613,12288
CoreSync,hybrid-6,8508,6,469.017,,,,9477,11944
CoreSync,hybrid-7,8508,6,454.062,,,,9553,12431
CoreSync,hybrid-8,8508,6,464.431,,,,9297,12060
CoreSync,hybrid-9,8508,6,453.251,,,,9317,11992
CoreSync,hybrid-10,8508,6,449.446,,,,9278,11720
CoreSync,PRINS-w4,8508,6,1424.004,0.081,1248.813,175.11,137503,144969
CoreSync,PRINS-w3,8508,6,1424.487,0.163,1239.09,185.234,137503,144969
CoreSync,PRINS-w2,8508,6,1577.935,0.089,1379.573,198.273,137503,144969
CoreSync,PRINS-w1,8508,6,1929.188,0.089,1719.677,209.421,137503,144969
CoreSync,hybrid-0,8508,6,26.72,,,,15927,20003
CoreSync,hybrid-1,8508,6,520.723,,,,12359,15695
CoreSync,hybrid-2,8508,6,527.656,,,,11260,14302
CoreSync,hybrid-3,8508,6,523.444,,,,11057,14028
CoreSync,hybrid-4,8508,6,520.123,,,,10106,12558
CoreSync,hybrid-5,8508,6,517.184,,,,9613,12288
CoreSync,hybrid-6,8508,6,475.301,,,,9477,11944
CoreSync,hybrid-7,8508,6,476.593,,,,9553,12431
CoreSync,hybrid-8,8508,6,502.171,,,,9297,12060
CoreSync,hybrid-9,8508,6,503.027,,,,9317,11992
CoreSync,hybrid-10,8508,6,497.624,,,,9278,11720
CoreSync,PRINS-w4,8508,6,1571.362,0.087,1354.61,216.665,137503,144969
CoreSync,PRINS-w3,8508,6,1543.265,0.178,1338.757,204.33,137503,144969
CoreSync,PRINS-w2,8508,6,1606.391,0.17,1401.423,204.798,137503,144969
CoreSync,PRINS-w1,8508,6,1956.172,0.098,1749.786,206.288,137503,144969
CoreSync,hybrid-0,8508,6,25.686,,,,15927,20003
CoreSync,hybrid-1,8508,6,514.037,,,,12359,15695
CoreSync,hybrid-2,8508,6,515.216,,,,11260,14302
CoreSync,hybrid-3,8508,6,518.879,,,,11057,14028
CoreSync,hybrid-4,8508,6,510.706,,,,10106,12558
CoreSync,hybrid-5,8508,6,517.573,,,,9613,12288
CoreSync,hybrid-6,8508,6,505.559,,,,9477,11944
CoreSync,hybrid-7,8508,6,514.145,,,,9553,12431
CoreSync,hybrid-8,8508,6,525.881,,,,9297,12060
CoreSync,hybrid-9,8508,6,526.611,,,,9317,11992
CoreSync,hybrid-10,8508,6,523.874,,,,9278,11720
CoreSync,PRINS-w4,9926,7,2293.15,0.104,2009.911,283.135,160007,168762
CoreSync,PRINS-w3,9926,7,2172.495,0.116,1928.922,243.457,160007,168762
CoreSync,PRINS-w2,9926,7,2108.968,0.109,1857.7,251.158,160007,168762
CoreSync,PRINS-w1,9926,7,2543.089,0.112,2314.47,228.507,160007,168762
CoreSync,hybrid-0,9926,7,29.02,,,,16454,20563
CoreSync,hybrid-1,9926,7,523.544,,,,11796,14796
CoreSync,hybrid-2,9926,7,527.724,,,,11044,13807
CoreSync,hybrid-3,9926,7,536.492,,,,10464,13103
CoreSync,hybrid-4,9926,7,536.068,,,,9601,11824
CoreSync,hybrid-5,9926,7,534.88,,,,9559,12085
CoreSync,hybrid-6,9926,7,534.374,,,,9312,11752
CoreSync,hybrid-7,9926,7,535.213,,,,9119,11705
CoreSync,hybrid-8,9926,7,536.823,,,,9113,11852
CoreSync,hybrid-9,9926,7,535.796,,,,9097,11801
CoreSync,hybrid-10,9926,7,535.809,,,,9088,12041
CoreSync,PRINS-w4,9926,7,2122.691,0.103,1875.737,246.851,160007,168762
CoreSync,PRINS-w3,9926,7,2159.205,0.201,1913.577,245.427,160007,168762
CoreSync,PRINS-w2,9926,7,2236.237,0.195,1997.673,238.369,160007,168762
CoreSync,PRINS-w1,9926,7,2586.124,0.113,2344.975,241.036,160007,168762
CoreSync,hybrid-0,9926,7,29.199,,,,16454,20563
CoreSync,hybrid-1,9926,7,516.31,,,,11796,14796
CoreSync,hybrid-2,9926,7,525.49,,,,11044,13807
CoreSync,hybrid-3,9926,7,530.776,,,,10464,13103
CoreSync,hybrid-4,9926,7,530.647,,,,9601,11824
CoreSync,hybrid-5,9926,7,484.839,,,,9559,12085
CoreSync,hybrid-6,9926,7,490.677,,,,9312,11752
CoreSync,hybrid-7,9926,7,506.568,,,,9119,11705
CoreSync,hybrid-8,9926,7,527.084,,,,9113,11852
CoreSync,hybrid-9,9926,7,530.444,,,,9097,11801
CoreSync,hybrid-10,9926,7,531.206,,,,9088,12041
CoreSync,PRINS-w4,9926,7,2061.302,0.101,1820.415,240.785,160007,168762
CoreSync,PRINS-w3,9926,7,2071.794,0.191,1835.999,235.604,160007,168762
CoreSync,PRINS-w2,9926,7,2136.271,0.187,1897.802,238.282,160007,168762
CoreSync,PRINS-w1,9926,7,2399.7,0.107,2174.277,225.316,160007,168762
CoreSync,hybrid-0,9926,7,28.918,,,,16454,20563
CoreSync,hybrid-1,9926,7,523.534,,,,11796,14796
CoreSync,hybrid-2,9926,7,528.669,,,,11044,13807
CoreSync,hybrid-3,9926,7,541.354,,,,10464,13103
CoreSync,hybrid-4,9926,7,542.426,,,,9601,11824
CoreSync,hybrid-5,9926,7,540.161,,,,9559,12085
CoreSync,hybrid-6,9926,7,541.137,,,,9312,11752
CoreSync,hybrid-7,9926,7,541.389,,,,9119,11705
CoreSync,hybrid-8,9926,7,541.202,,,,9113,11852
CoreSync,hybrid-9,9926,7,540.827,,,,9097,11801
CoreSync,hybrid-10,9926,7,542.353,,,,9088,12041
Zookeeper,PRINS-w4,216,6,crash,,,,,
Zookeeper,PRINS-w3,216,6,crash,,,,,
Zookeeper,PRINS-w2,216,6,crash,,,,,
Zookeeper,PRINS-w1,216,6,crash,,,,,
Zookeeper,PRINS-w4,216,6,crash,,,,,
Zookeeper,PRINS-w3,216,6,crash,,,,,
Zookeeper,PRINS-w2,216,6,crash,,,,,
Zookeeper,PRINS-w1,216,6,crash,,,,,
Zookeeper,PRINS-w4,252,7,crash,,,,,
Zookeeper,PRINS-w3,252,7,crash,,,,,
Zookeeper,PRINS-w2,252,7,crash,,,,,
Zookeeper,PRINS-w1,252,7,crash,,,,,
Zookeeper,PRINS-w4,252,7,crash,,,,,
Zookeeper,PRINS-w3,252,7,crash,,,,,
Zookeeper,PRINS-w2,252,7,crash,,,,,
Zookeeper,PRINS-w1,252,7,crash,,,,,
Zookeeper,PRINS-w4,288,8,crash,,,,,
Zookeeper,PRINS-w3,288,8,crash,,,,,
Zookeeper,PRINS-w2,288,8,crash,,,,,
Zookeeper,PRINS-w1,288,8,crash,,,,,
Zookeeper,PRINS-w4,288,8,crash,,,,,
Zookeeper,PRINS-w3,288,8,crash,,,,,
Zookeeper,PRINS-w2,288,8,crash,,,,,
Zookeeper,PRINS-w1,288,8,crash,,,,,
Spark,PRINS-w4,217,1,crash,,,,,
Spark,PRINS-w3,217,1,crash,,,,,
Spark,PRINS-w2,217,1,crash,,,,,
Spark,PRINS-w1,217,1,crash,,,,,
Spark,PRINS-w4,217,1,crash,,,,,
Spark,PRINS-w3,217,1,crash,,,,,
Spark,PRINS-w2,217,1,crash,,,,,
Spark,PRINS-w1,217,1,crash,,,,,
Spark,PRINS-w4,217,1,crash,,,,,
Spark,PRINS-w3,217,1,crash,,,,,
Spark,PRINS-w2,217,1,crash,,,,,
Spark,PRINS-w1,217,1,crash,,,,,
Spark,PRINS-w4,434,2,crash,,,,,
Spark,PRINS-w3,434,2,crash,,,,,
Spark,PRINS-w2,434,2,crash,,,,,
Spark,PRINS-w1,434,2,crash,,,,,
Spark,PRINS-w4,434,2,crash,,,,,
Spark,PRINS-w3,434,2,crash,,,,,
Spark,PRINS-w2,434,2,crash,,,,,
Spark,PRINS-w1,434,2,crash,,,,,
Spark,PRINS-w4,434,2,crash,,,,,
Spark,PRINS-w3,434,2,crash,,,,,
Spark,PRINS-w2,434,2,crash,,,,,
Spark,PRINS-w1,434,2,crash,,,,,
Spark,PRINS-w4,651,3,crash,,,,,
Spark,PRINS-w3,651,3,crash,,,,,
Spark,PRINS-w2,651,3,crash,,,,,
Spark,PRINS-w1,651,3,crash,,,,,
Spark,PRINS-w4,651,3,crash,,,,,
Spark,PRINS-w3,651,3,crash,,,,,
Spark,PRINS-w2,651,3,crash,,,,,
Spark,PRINS-w1,651,3,crash,,,,,
Spark,PRINS-w4,651,3,crash,,,,,
Spark,PRINS-w3,651,3,crash,,,,,
Spark,PRINS-w2,651,3,crash,,,,,
Spark,PRINS-w1,651,3,crash,,,,,
Spark,PRINS-w4,868,4,crash,,,,,
Spark,PRINS-w3,868,4,crash,,,,,
Spark,PRINS-w2,868,4,crash,,,,,
Spark,PRINS-w1,868,4,crash,,,,,
Spark,PRINS-w4,868,4,crash,,,,,
Spark,PRINS-w3,868,4,crash,,,,,
Spark,PRINS-w2,868,4,crash,,,,,
Spark,PRINS-w1,868,4,crash,,,,,
Spark,PRINS-w4,868,4,crash,,,,,
Spark,PRINS-w3,868,4,crash,,,,,
Spark,PRINS-w2,868,4,crash,,,,,
Spark,PRINS-w1,868,4,crash,,,,,
Spark,PRINS-w4,1085,5,crash,,,,,
Spark,PRINS-w3,1085,5,crash,,,,,
Spark,PRINS-w2,1085,5,crash,,,,,
Spark,PRINS-w1,1085,5,crash,,,,,
Spark,PRINS-w4,1085,5,crash,,,,,
Spark,PRINS-w3,1085,5,crash,,,,,
Spark,PRINS-w2,1085,5,crash,,,,,
Spark,PRINS-w1,1085,5,crash,,,,,
Spark,PRINS-w4,1085,5,crash,,,,,
Spark,PRINS-w3,1085,5,crash,,,,,
Spark,PRINS-w2,1085,5,crash,,,,,
Spark,PRINS-w1,1085,5,crash,,,,,
Spark,PRINS-w4,1302,6,crash,,,,,
Spark,PRINS-w3,1302,6,crash,,,,,
Spark,PRINS-w2,1302,6,crash,,,,,
Spark,PRINS-w1,1302,6,crash,,,,,
Spark,PRINS-w4,1302,6,crash,,,,,
Spark,PRINS-w3,1302,6,crash,,,,,
Spark,PRINS-w2,1302,6,crash,,,,,
Spark,PRINS-w1,1302,6,crash,,,,,
Spark,PRINS-w4,1302,6,crash,,,,,
Spark,PRINS-w3,1302,6,crash,,,,,
Spark,PRINS-w2,1302,6,crash,,,,,
Spark,PRINS-w1,1302,6,crash,,,,,
Spark,PRINS-w4,1519,7,crash,,,,,
Spark,PRINS-w3,1519,7,crash,,,,,
Spark,PRINS-w2,1519,7,crash,,,,,
Spark,PRINS-w1,1519,7,crash,,,,,
Spark,PRINS-w4,1519,7,crash,,,,,
Spark,PRINS-w3,1519,7,crash,,,,,
Spark,PRINS-w2,1519,7,crash,,,,,
Spark,PRINS-w1,1519,7,crash,,,,,
Spark,PRINS-w4,1519,7,crash,,,,,
Spark,PRINS-w3,1519,7,crash,,,,,
Spark,PRINS-w2,1519,7,crash,,,,,
Spark,PRINS-w1,1519,7,crash,,,,,
Spark,PRINS-w4,1736,8,crash,,,,,
Spark,PRINS-w3,1736,8,crash,,,,,
Spark,PRINS-w2,1736,8,crash,,,,,
Spark,PRINS-w1,1736,8,crash,,,,,
Spark,PRINS-w4,1736,8,crash,,,,,
Spark,PRINS-w3,1736,8,crash,,,,,
Spark,PRINS-w2,1736,8,crash,,,,,
Spark,PRINS-w1,1736,8,crash,,,,,
Spark,PRINS-w4,1736,8,crash,,,,,
Spark,PRINS-w3,1736,8,crash,,,,,
Spark,PRINS-w2,1736,8,crash,,,,,
Spark,PRINS-w1,1736,8,crash,,,,,
NGLClient,PRINS-w4,42,1,4.472,0.000,4.133,0.338,633,740
NGLClient,PRINS-w3,42,1,4.572,0.000,4.274,0.298,633,740
NGLClient,PRINS-w2,42,1,5.368,0.000,5.051,0.316,633,740
NGLClient,PRINS-w1,42,1,9.551,0.000,9.257,0.294,633,740
NGLClient,hybrid-0,42,1,0.081,,,,158,203
NGLClient,hybrid-1,42,1,0.261,,,,154,195
NGLClient,hybrid-2,42,1,0.258,,,,154,195
NGLClient,hybrid-3,42,1,0.262,,,,154,195
NGLClient,hybrid-4,42,1,0.256,,,,154,195
NGLClient,hybrid-5,42,1,0.268,,,,154,195
NGLClient,hybrid-6,42,1,0.264,,,,154,195
NGLClient,hybrid-7,42,1,0.259,,,,154,195
NGLClient,hybrid-8,42,1,0.257,,,,154,195
NGLClient,hybrid-9,42,1,0.261,,,,154,195
NGLClient,hybrid-10,42,1,0.263,,,,154,195
NGLClient,PRINS-w4,42,1,4.389,0.000,4.096,0.293,633,740
NGLClient,PRINS-w3,42,1,4.594,0.000,4.240,0.353,633,740
NGLClient,PRINS-w2,42,1,5.344,0.000,5.014,0.330,633,740
NGLClient,PRINS-w1,42,1,9.663,0.000,9.339,0.324,633,740
NGLClient,hybrid-0,42,1,0.045,,,,158,203
NGLClient,hybrid-1,42,1,0.279,,,,154,195
NGLClient,hybrid-2,42,1,0.261,,,,154,195
NGLClient,hybrid-3,42,1,0.257,,,,154,195
NGLClient,hybrid-4,42,1,0.266,,,,154,195
NGLClient,hybrid-5,42,1,0.264,,,,154,195
NGLClient,hybrid-6,42,1,0.259,,,,154,195
NGLClient,hybrid-7,42,1,0.258,,,,154,195
NGLClient,hybrid-8,42,1,0.263,,,,154,195
NGLClient,hybrid-9,42,1,0.265,,,,154,195
NGLClient,hybrid-10,42,1,0.263,,,,154,195
NGLClient,PRINS-w4,42,1,4.389,0.000,4.095,0.294,633,740
NGLClient,PRINS-w3,42,1,4.536,0.000,4.235,0.301,633,740
NGLClient,PRINS-w2,42,1,5.360,0.000,5.058,0.302,633,740
NGLClient,PRINS-w1,42,1,9.847,0.000,9.557,0.289,633,740
NGLClient,hybrid-0,42,1,0.077,,,,158,203
NGLClient,hybrid-1,42,1,0.258,,,,154,195
NGLClient,hybrid-2,42,1,0.256,,,,154,195
NGLClient,hybrid-3,42,1,0.266,,,,154,195
NGLClient,hybrid-4,42,1,0.256,,,,154,195
NGLClient,hybrid-5,42,1,0.260,,,,154,195
NGLClient,hybrid-6,42,1,0.256,,,,154,195
NGLClient,hybrid-7,42,1,0.255,,,,154,195
NGLClient,hybrid-8,42,1,0.256,,,,154,195
NGLClient,hybrid-9,42,1,0.255,,,,154,195
NGLClient,hybrid-10,42,1,0.257,,,,154,195
NGLClient,PRINS-w4,84,2,4.917,0.001,4.277,0.639,1279,1477
NGLClient,PRINS-w3,84,2,4.994,0.001,4.375,0.618,1279,1477
NGLClient,PRINS-w2,84,2,5.836,0.001,5.245,0.590,1279,1477
NGLClient,PRINS-w1,84,2,10.319,0.001,9.715,0.603,1279,1477
NGLClient,hybrid-0,84,2,0.114,,,,162,203
NGLClient,hybrid-1,84,2,0.371,,,,158,195
NGLClient,hybrid-2,84,2,0.328,,,,158,195
NGLClient,hybrid-3,84,2,0.339,,,,158,195
NGLClient,hybrid-4,84,2,0.341,,,,158,195
NGLClient,hybrid-5,84,2,0.337,,,,158,195
NGLClient,hybrid-6,84,2,0.347,,,,158,195
NGLClient,hybrid-7,84,2,0.347,,,,158,195
NGLClient,hybrid-8,84,2,0.347,,,,158,195
NGLClient,hybrid-9,84,2,0.346,,,,158,195
NGLClient,hybrid-10,84,2,0.347,,,,158,195
NGLClient,PRINS-w4,84,2,4.921,0.001,4.273,0.648,1279,1477
NGLClient,PRINS-w3,84,2,5.059,0.001,4.418,0.640,1279,1477
NGLClient,PRINS-w2,84,2,5.827,0.001,5.212,0.614,1279,1477
NGLClient,PRINS-w1,84,2,10.098,0.001,9.473,0.624,1279,1477
NGLClient,hybrid-0,84,2,0.115,,,,162,203
NGLClient,hybrid-1,84,2,0.359,,,,158,195
NGLClient,hybrid-2,84,2,0.344,,,,158,195
NGLClient,hybrid-3,84,2,0.348,,,,158,195
NGLClient,hybrid-4,84,2,0.348,,,,158,195
NGLClient,hybrid-5,84,2,0.350,,,,158,195
NGLClient,hybrid-6,84,2,0.344,,,,158,195
NGLClient,hybrid-7,84,2,0.349,,,,158,195
NGLClient,hybrid-8,84,2,0.345,,,,158,195
NGLClient,hybrid-9,84,2,0.332,,,,158,195
NGLClient,hybrid-10,84,2,0.350,,,,158,195
NGLClient,PRINS-w4,84,2,4.919,0.001,4.273,0.644,1279,1477
NGLClient,PRINS-w3,84,2,5.036,0.001,4.421,0.614,1279,1477
NGLClient,PRINS-w2,84,2,5.826,0.001,5.182,0.644,1279,1477
NGLClient,PRINS-w1,84,2,10.174,0.001,9.527,0.646,1279,1477
NGLClient,hybrid-0,84,2,0.114,,,,162,203
NGLClient,hybrid-1,84,2,0.351,,,,158,195
NGLClient,hybrid-2,84,2,0.345,,,,158,195
NGLClient,hybrid-3,84,2,0.340,,,,158,195
NGLClient,hybrid-4,84,2,0.335,,,,158,195
NGLClient,hybrid-5,84,2,0.340,,,,158,195
NGLClient,hybrid-6,84,2,0.340,,,,158,195
NGLClient,hybrid-7,84,2,0.341,,,,158,195
NGLClient,hybrid-8,84,2,0.358,,,,158,195
NGLClient,hybrid-9,84,2,0.345,,,,158,195
NGLClient,hybrid-10,84,2,0.340,,,,158,195
NGLClient,PRINS-w4,126,3,5.484,0.001,4.529,0.954,2026,2254
NGLClient,PRINS-w3,126,3,5.606,0.001,4.646,0.958,2026,2254
NGLClient,PRINS-w2,126,3,6.404,0.001,5.493,0.910,2026,2254
NGLClient,PRINS-w1,126,3,10.735,0.001,9.812,0.921,2026,2254
NGLClient,hybrid-0,126,3,0.151,,,,168,200
NGLClient,hybrid-1,126,3,0.414,,,,166,196
NGLClient,hybrid-2,126,3,0.409,,,,166,196
NGLClient,hybrid-3,126,3,0.412,,,,166,196
NGLClient,hybrid-4,126,3,0.408,,,,166,196
NGLClient,hybrid-5,126,3,0.404,,,,166,196
NGLClient,hybrid-6,126,3,0.409,,,,166,196
NGLClient,hybrid-7,126,3,0.413,,,,166,196
NGLClient,hybrid-8,126,3,0.389,,,,166,196
NGLClient,hybrid-9,126,3,0.411,,,,166,196
NGLClient,hybrid-10,126,3,0.401,,,,166,196
NGLClient,PRINS-w4,126,3,5.384,0.001,4.465,0.918,2026,2254
NGLClient,PRINS-w3,126,3,5.758,0.001,4.805,0.952,2026,2254
NGLClient,PRINS-w2,126,3,6.337,0.001,5.444,0.892,2026,2254
NGLClient,PRINS-w1,126,3,10.567,0.014,9.640,0.913,2026,2254
NGLClient,hybrid-0,126,3,0.149,,,,168,200
NGLClient,hybrid-1,126,3,0.413,,,,166,196
NGLClient,hybrid-2,126,3,0.406,,,,166,196
NGLClient,hybrid-3,126,3,0.406,,,,166,196
NGLClient,hybrid-4,126,3,0.405,,,,166,196
NGLClient,hybrid-5,126,3,0.407,,,,166,196
NGLClient,hybrid-6,126,3,0.407,,,,166,196
NGLClient,hybrid-7,126,3,0.414,,,,166,196
NGLClient,hybrid-8,126,3,0.401,,,,166,196
NGLClient,hybrid-9,126,3,0.405,,,,166,196
NGLClient,hybrid-10,126,3,0.401,,,,166,196
NGLClient,PRINS-w4,126,3,5.424,0.001,4.474,0.948,2026,2254
NGLClient,PRINS-w3,126,3,5.674,0.001,4.715,0.959,2026,2254
NGLClient,PRINS-w2,126,3,6.423,0.001,5.473,0.949,2026,2254
NGLClient,PRINS-w1,126,3,10.626,0.001,9.693,0.932,2026,2254
NGLClient,hybrid-0,126,3,0.148,,,,168,200
NGLClient,hybrid-1,126,3,0.418,,,,166,196
NGLClient,hybrid-2,126,3,0.404,,,,166,196
NGLClient,hybrid-3,126,3,0.399,,,,166,196
NGLClient,hybrid-4,126,3,0.405,,,,166,196
NGLClient,hybrid-5,126,3,0.406,,,,166,196
NGLClient,hybrid-6,126,3,0.403,,,,166,196
NGLClient,hybrid-7,126,3,0.414,,,,166,196
NGLClient,hybrid-8,126,3,0.406,,,,166,196
NGLClient,hybrid-9,126,3,0.399,,,,166,196
NGLClient,hybrid-10,126,3,0.408,,,,166,196
NGLClient,PRINS-w4,168,4,5.734,0.002,4.528,1.204,2617,3004
NGLClient,PRINS-w3,168,4,5.982,0.001,4.711,1.269,2617,3004
NGLClient,PRINS-w2,168,4,6.716,0.001,5.500,1.215,2617,3004
NGLClient,PRINS-w1,168,4,11.358,0.001,10.101,1.256,2617,3004
NGLClient,hybrid-0,168,4,0.173,,,,163,202
NGLClient,hybrid-1,168,4,0.454,,,,160,195
NGLClient,hybrid-2,168,4,0.434,,,,160,195
NGLClient,hybrid-3,168,4,0.442,,,,160,195
NGLClient,hybrid-4,168,4,0.442,,,,160,195
NGLClient,hybrid-5,168,4,0.446,,,,160,195
NGLClient,hybrid-6,168,4,0.451,,,,160,195
NGLClient,hybrid-7,168,4,0.443,,,,160,195
NGLClient,hybrid-8,168,4,0.438,,,,160,195
NGLClient,hybrid-9,168,4,0.455,,,,160,195
NGLClient,hybrid-10,168,4,0.440,,,,160,195
NGLClient,PRINS-w4,168,4,5.870,0.002,4.596,1.272,2617,3004
NGLClient,PRINS-w3,168,4,5.970,0.001,4.760,1.209,2617,3004
NGLClient,PRINS-w2,168,4,6.839,0.001,5.613,1.225,2617,3004
NGLClient,PRINS-w1,168,4,11.108,0.001,9.859,1.247,2617,3004
NGLClient,hybrid-0,168,4,0.173,,,,163,202
NGLClient,hybrid-1,168,4,0.458,,,,160,195
NGLClient,hybrid-2,168,4,0.435,,,,160,195
NGLClient,hybrid-3,168,4,0.455,,,,160,195
NGLClient,hybrid-4,168,4,0.440,,,,160,195
NGLClient,hybrid-5,168,4,0.446,,,,160,195
NGLClient,hybrid-6,168,4,0.450,,,,160,195
NGLClient,hybrid-7,168,4,0.451,,,,160,195
NGLClient,hybrid-8,168,4,0.453,,,,160,195
NGLClient,hybrid-9,168,4,0.444,,,,160,195
NGLClient,hybrid-10,168,4,0.442,,,,160,195
NGLClient,PRINS-w4,168,4,5.847,0.002,4.632,1.213,2617,3004
NGLClient,PRINS-w3,168,4,5.994,0.001,4.739,1.254,2617,3004
NGLClient,PRINS-w2,168,4,6.634,0.001,5.431,1.202,2617,3004
NGLClient,PRINS-w1,168,4,11.355,0.001,10.116,1.237,2617,3004
NGLClient,hybrid-0,168,4,0.173,,,,163,202
NGLClient,hybrid-1,168,4,0.460,,,,160,195
NGLClient,hybrid-2,168,4,0.443,,,,160,195
NGLClient,hybrid-3,168,4,0.457,,,,160,195
NGLClient,hybrid-4,168,4,0.444,,,,160,195
NGLClient,hybrid-5,168,4,0.460,,,,160,195
NGLClient,hybrid-6,168,4,0.445,,,,160,195
NGLClient,hybrid-7,168,4,0.444,,,,160,195
NGLClient,hybrid-8,168,4,0.447,,,,160,195
NGLClient,hybrid-9,168,4,0.445,,,,160,195
NGLClient,hybrid-10,168,4,0.454,,,,160,195
NGLClient,PRINS-w4,210,5,6.221,0.002,4.656,1.563,3376,3754
NGLClient,PRINS-w3,210,5,6.453,0.002,4.883,1.568,3376,3754
NGLClient,PRINS-w2,210,5,7.159,0.002,5.612,1.545,3376,3754
NGLClient,PRINS-w1,210,5,11.784,0.002,10.218,1.564,3376,3754
NGLClient,hybrid-0,210,5,0.220,,,,168,200
NGLClient,hybrid-1,210,5,0.514,,,,166,196
NGLClient,hybrid-2,210,5,0.512,,,,166,196
NGLClient,hybrid-3,210,5,0.515,,,,166,196
NGLClient,hybrid-4,210,5,0.511,,,,166,196
NGLClient,hybrid-5,210,5,0.520,,,,166,196
NGLClient,hybrid-6,210,5,0.499,,,,166,196
NGLClient,hybrid-7,210,5,0.507,,,,166,196
NGLClient,hybrid-8,210,5,0.500,,,,166,196
NGLClient,hybrid-9,210,5,0.509,,,,166,196
NGLClient,hybrid-10,210,5,0.502,,,,166,196
NGLClient,PRINS-w4,210,5,6.400,0.002,4.815,1.583,3376,3754
NGLClient,PRINS-w3,210,5,6.406,0.002,4.838,1.566,3376,3754
NGLClient,PRINS-w2,210,5,7.217,0.002,5.646,1.569,3376,3754
